GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
39061,050,39,061,17140,178,,,Hamilton County,802374,377364,845303,373393,802374,845303
39067,050,39,067,99999,999,,,Harrison County,15864,8170,15856,7680,15864,15856
39069,050,39,069,99999,999,,,Henry County,28215,11963,29210,11622,28215,29210
39073,050,39,073,99999,999,,,Hocking County,29380,13417,28241,12141,29380,28241
39075,050,39,075,99999,999,,,Holmes County,42366,13666,38943,12280,42366,38943
39079,050,39,079,99999,999,,,Jackson County,33225,14587,32641,13909,33225,32641
39081,050,39,081,44600,999,,,Jefferson County,69709,32826,73894,33291,69709,73894
39085,050,39,085,17460,184,,,Lake County,230041,101202,227511,93487,230041,227511
39087,050,39,087,26580,999,,,Lawrence County,62450,27603,62319,27189,62450,62319
39091,050,39,091,13340,999,,,Logan County,45858,23181,46005,21571,45858,46005
39093,050,39,093,17460,184,,,Lorain County,301356,127036,284664,111368,301356,284664
39095,050,39,095,45780,534,,,Lucas County,441815,202630,455054,196259,441815,455054
39097,050,39,097,18140,198,,,Madison County,43435,15939,40213,14399,43435,40213
39099,050,39,099,49660,566,,,Mahoning County,238823,111833,257555,111762,238823,257555
39101,050,39,101,32020,198,,,Marion County,66501,27834,66217,26298,66501,66217
39107,050,39,107,16380,999,,,Mercer County,40814,17633,40924,15875,40814,40924
39109,050,39,109,19380,212,,,Miami County,102506,44256,98868,40554,102506,98868
39111,050,39,111,99999,999,,,Monroe County,14642,7567,15180,7212,14642,15180
39113,050,39,113,19380,212,,,Montgomery County,535153,254775,559062,248443,535153,559062
39115,050,39,115,99999,999,,,Morgan County,15054,7892,14897,7771,15054,14897
39117,050,39,117,18140,198,,,Morrow County,34827,14155,31628,12132,34827,31628
39119,050,39,119,49780,999,,,Muskingum County,86074,38074,84585,35163,86074,84585
39121,050,39,121,99999,999,,,Noble County,14645,6053,14058,5480,14645,14058
39125,050,39,125,99999,999,,,Paulding County,19614,8749,20293,8478,19614,20293
39127,050,39,127,99999,999,,,Perry County,36058,15211,34078,13655,36058,34078
39129,050,39,129,18140,198,,,Pickaway County,55698,21275,52727,18596,55698,52727
39133,050,39,133,10420,184,,,Portage County,161419,67472,152061,60096,161419,152061
39135,050,39,135,19380,212,,,Preble County,42270,17888,42337,17186,42270,42337
39137,050,39,137,99999,999,,,Putnam County,34499,13731,34726,12753,34499,34726
39139,050,39,139,31900,360,,,Richland County,124475,54599,128852,53062,124475,128852
39141,050,39,141,17060,198,,,Ross County,78064,32148,73345,29461,78064,73345
39143,050,39,143,23380,534,,,Sandusky County,60944,26390,61792,25253,60944,61792
39145,050,39,145,39020,999,,,Scioto County,79499,34142,79195,34054,79499,79195
39147,050,39,147,45660,248,,,Seneca County,56745,24122,58683,23692,56745,58683
39149,050,39,149,43380,999,,,Shelby County,49423,20173,47910,18682,49423,47910
39151,050,39,151,15940,999,,,Stark County,375586,165215,378098,157024,375586,378098
39159,050,39,159,18140,198,,,Union County,52300,19429,40909,15217,52300,40909
39161,050,39,161,46780,338,,,Van Wert County,28744,12615,29659,12363,28744,29659
39163,050,39,163,99999,999,,,Vinton County,13435,6291,12806,5653,13435,12806
39165,050,39,165,17140,178,,,Warren County,212693,80750,158383,58692,212693,158383
39167,050,39,167,37620,999,,,Washington County,61778,28367,63251,27760,61778,63251
39169,050,39,169,49300,999,,,Wayne County,114520,45847,111564,42324,114520,111564
39123,050,39,123,45780,534,,,Ottawa County,41428,27909,40985,25532,41428,40985
39005,050,39,005,11740,999,,,Ashland County,53139,22141,52523,20832,53139,52523
39031,050,39,031,18740,999,,,Coshocton County,36901,16545,36655,16107,36901,36655
39033,050,39,033,15340,360,,,Crawford County,43784,20167,46966,20178,43784,46966
39035,050,39,035,17460,184,,,Cuyahoga County,1280122,621763,1393978,616903,1280122,1393978
39047,050,39,047,47920,198,,,Fayette County,29030,12693,28433,11904,29030,28433
39063,050,39,063,22300,248,,,Hancock County,74782,33174,71295,29785,74782,71295
39065,050,39,065,99999,999,,,Hardin County,32058,13100,31945,12907,32058,31945
39071,050,39,071,99999,999,,,Highland County,43589,19380,40875,17583,43589,40875
39077,050,39,077,35940,999,,,Huron County,59626,25196,59487,23594,59626,59487
39083,050,39,083,34540,198,,,Knox County,60921,25118,54500,21793,60921,54500
39089,050,39,089,18140,198,,,Licking County,166492,69291,145491,58760,166492,145491
39103,050,39,103,17460,184,,,Medina County,172332,69181,151095,56793,172332,151095
39105,050,39,105,99999,999,,,Meigs County,23770,11191,23072,10782,23770,23072
39131,050,39,131,99999,999,,,Pike County,28709,12481,27695,11602,28709,27695
39153,050,39,153,10420,184,,,Summit County,541781,245109,542899,230880,541781,542899
39155,050,39,155,49660,566,,,Trumbull County,210312,96163,225116,95117,210312,225116
39157,050,39,157,35420,999,,,Tuscarawas County,92582,40206,90914,38113,92582,90914
39171,050,39,171,99999,999,,,Williams County,37642,16668,39188,16140,37642,39188
39173,050,39,173,45780,534,,,Wood County,125488,53376,121065,47468,125488,121065
39175,050,39,175,99999,999,,,Wyandot County,22615,9870,22908,9324,22615,22908
