GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
46003,050,46,003,99999,999,,,Aurora County,2710,1324,3058,1298,2710,3058
46005,050,46,005,26700,999,,,Beadle County,17398,8304,17023,8206,17398,17023
46009,050,46,009,99999,999,,,Bon Homme County,7070,2931,7260,3007,7070,7260
46011,050,46,011,15100,999,,,Brookings County,31965,13137,28220,11576,31965,28220
46013,050,46,013,10100,999,,,Brown County,36531,16706,35460,15861,36531,35460
46019,050,46,019,99999,999,,,Butte County,10110,4621,9094,4059,10110,9094
46021,050,46,021,99999,999,,,Campbell County,1466,980,1782,962,1466,1782
46027,050,46,027,46820,512,,,Clay County,13864,5639,13537,5438,13864,13537
46033,050,46,033,99999,999,,,Custer County,8216,4628,7275,3624,8216,7275
46035,050,46,035,33580,999,,,Davison County,19504,8852,18741,8093,19504,18741
46039,050,46,039,99999,999,,,Deuel County,4364,2204,4498,2172,4364,4498
46045,050,46,045,10100,999,,,Edmunds County,4071,1966,4367,2022,4071,4367
46047,050,46,047,99999,999,,,Fall River County,7094,4191,7453,3812,7094,7453
46049,050,46,049,99999,999,,,Faulk County,2364,1136,2640,1235,2364,2640
46051,050,46,051,99999,999,,,Grant County,7356,3526,7847,3456,7356,7847
46055,050,46,055,99999,999,,,Haakon County,1937,1013,2196,1002,1937,2196
46057,050,46,057,47980,999,,,Hamlin County,5903,2760,5540,2626,5903,5540
46059,050,46,059,99999,999,,,Hand County,3431,1815,3741,1840,3431,3741
46061,050,46,061,33580,999,,,Hanson County,3331,1177,3139,1218,3331,3139
46073,050,46,073,99999,999,,,Jerauld County,2071,1070,2295,1167,2071,2295
46075,050,46,075,99999,999,,,Jones County,1006,589,1193,614,1006,1193
46077,050,46,077,99999,999,,,Kingsbury County,5148,2720,5815,2724,5148,5815
46079,050,46,079,99999,999,,,Lake County,11200,5559,11276,5282,11200,11276
46087,050,46,087,43620,999,,,McCook County,5618,2491,5832,2383,5618,5832
46097,050,46,097,99999,999,,,Miner County,2389,1308,2884,1408,2389,2884
46099,050,46,099,43620,999,,,Minnehaha County,169468,71557,148281,60237,169468,148281
46101,050,46,101,99999,999,,,Moody County,6486,2824,6595,2745,6486,6595
46107,050,46,107,99999,999,,,Potter County,2329,1500,2693,1760,2329,2693
46109,050,46,109,99999,999,,,Roberts County,10149,4905,10016,4734,10149,10016
46111,050,46,111,99999,999,,,Sanborn County,2355,1172,2675,1220,2355,2675
46115,050,46,115,99999,999,,,Spink County,6415,3139,7454,3352,6415,7454
46119,050,46,119,99999,999,,,Sully County,1373,845,1556,844,1373,1556
46121,050,46,121,99999,999,,,Todd County,9612,3142,9050,2766,9612,9050
46125,050,46,125,43620,999,,,Turner County,8347,3939,8849,3852,8347,8849
46127,050,46,127,43580,512,,,Union County,14399,6280,12584,5345,14399,12584
46135,050,46,135,49460,999,,,Yankton County,22438,9652,21652,8840,22438,21652
46137,050,46,137,99999,999,,,Ziebach County,2801,987,2519,879,2801,2519
46037,050,46,037,99999,999,,,Day County,5710,3630,6267,3618,5710,6267
46083,050,46,083,43620,999,,,Lincoln County,44828,17875,24131,9131,44828,24131
46095,050,46,095,99999,999,,,Mellette County,2048,838,2083,824,2048,2083
46103,050,46,103,39660,999,,,Pennington County,100948,44949,88565,37249,100948,88565
46105,050,46,105,99999,999,,,Perkins County,2982,1739,3363,1854,2982,3363
46113,050,46,113,99999,999,,,Shannon County,13586,3593,12466,3123,13586,12466
46117,050,46,117,38180,999,,,Stanley County,2966,1387,2772,1277,2966,2772
46007,050,46,007,99999,999,,,Bennett County,3431,1263,3574,1278,3431,3574
46015,050,46,015,99999,999,,,Brule County,5255,2433,5364,2272,5255,5364
46017,050,46,017,99999,999,,,Buffalo County,1912,609,2032,602,1912,2032
46023,050,46,023,99999,999,,,Charles Mix County,9129,3849,9350,3853,9129,9350
46025,050,46,025,99999,999,,,Clark County,3691,1710,4143,1880,3691,4143
46029,050,46,029,47980,999,,,Codington County,27227,12397,25897,11324,27227,25897
46031,050,46,031,99999,999,,,Corson County,4050,1540,4181,1536,4050,4181
46041,050,46,041,99999,999,,,Dewey County,5301,2002,5972,2133,5301,5972
46043,050,46,043,99999,999,,,Douglas County,3002,1439,3458,1453,3002,3458
46053,050,46,053,99999,999,,,Gregory County,4271,2503,4792,2405,4271,4792
46063,050,46,063,99999,999,,,Harding County,1255,731,1353,804,1255,1353
46065,050,46,065,38180,999,,,Hughes County,17022,7623,16481,7055,17022,16481
46067,050,46,067,99999,999,,,Hutchinson County,7343,3351,8075,3517,7343,8075
46069,050,46,069,99999,999,,,Hyde County,1420,708,1671,769,1420,1671
46071,050,46,071,99999,999,,,Jackson County,3031,1193,2930,1173,3031,2930
46081,050,46,081,43940,999,,,Lawrence County,24097,12756,21802,10427,24097,21802
46085,050,46,085,99999,999,,,Lyman County,3755,1704,3895,1636,3755,3895
46089,050,46,089,99999,999,,,McPherson County,2459,1418,2904,1465,2459,2904
46091,050,46,091,99999,999,,,Marshall County,4656,2534,4576,2562,4656,4576
46093,050,46,093,39660,999,,,Meade County,25434,11000,24253,10149,25434,24253
46123,050,46,123,99999,999,,,Tripp County,5644,3072,6430,3036,5644,6430
46129,050,46,129,99999,999,,,Walworth County,5438,3003,5974,3144,5438,5974
