GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
17151,050,17,151,99999,999,,,Pope County,4470,2491,4413,2351,4470,4413
17155,050,17,155,36860,999,,,Putnam County,6006,3074,6086,2888,6006,6086
17157,050,17,157,99999,999,,,Randolph County,33476,13707,33893,13328,33476,33893
17161,050,17,161,19340,999,,,Rock Island County,147546,65756,149374,64489,147546,149374
17163,050,17,163,41180,476,,,St. Clair County,270056,116249,256082,104446,270056,256082
17165,050,17,165,25380,999,,,Saline County,24913,11697,26733,12360,24913,26733
17167,050,17,167,44100,999,,,Sangamon County,197465,89901,188951,85459,197465,188951
17169,050,17,169,99999,999,,,Schuyler County,7544,3459,7189,3304,7544,7189
17171,050,17,171,27300,999,,,Scott County,5355,2459,5537,2464,5355,5537
17179,050,17,179,37900,426,,,Tazewell County,135394,57516,128485,52973,135394,128485
17183,050,17,183,19180,999,,,Vermilion County,81625,36318,83919,36349,81625,83919
17185,050,17,185,99999,999,,,Wabash County,11947,5585,12937,5758,11947,12937
17187,050,17,187,23660,999,,,Warren County,17707,7682,18735,7787,17707,18735
17189,050,17,189,99999,999,,,Washington County,14716,6534,15148,6385,14716,15148
17191,050,17,191,99999,999,,,Wayne County,16760,7975,17151,7950,16760,17151
17195,050,17,195,44580,999,,,Whiteside County,58498,25770,60653,25025,58498,60653
17197,050,17,197,16980,176,,,Will County,677560,237501,502266,175524,677560,502266
17199,050,17,199,32060,166,,,Williamson County,66357,30359,61296,27703,66357,61296
17203,050,17,203,37900,426,,,Woodford County,38664,15145,35469,13487,38664,35469
17031,050,17,031,16980,176,,,Cook County,5194675,2180359,5376741,2096121,5194675,5376741
17053,050,17,053,16580,999,,,Ford County,14081,6282,14241,6060,14081,14241
17123,050,17,123,37900,426,,,Marshall County,12640,5914,13180,5914,12640,13180
17147,050,17,147,16580,999,,,Piatt County,16729,7269,16365,6798,16729,16365
17153,050,17,153,99999,999,,,Pulaski County,6161,3155,7348,3353,6161,7348
17173,050,17,173,99999,999,,,Shelby County,22363,10396,22893,10060,22363,22893
17193,050,17,193,99999,999,,,White County,14665,7181,15371,7393,14665,15371
17201,050,17,201,40420,466,,,Winnebago County,295266,125965,278418,114404,295266,278418
17017,050,17,017,99999,999,,,Cass County,13642,5836,13695,5784,13642,13695
17027,050,17,027,41180,476,,,Clinton County,37762,15311,35535,13805,37762,35535
17045,050,17,045,99999,999,,,Edgar County,18576,8803,19704,8611,18576,19704
17055,050,17,055,99999,999,,,Franklin County,39561,18525,39018,18105,39561,39018
17059,050,17,059,99999,999,,,Gallatin County,5589,2746,6445,3071,5589,6445
17081,050,17,081,34500,999,,,Jefferson County,38827,16954,40045,16990,38827,40045
17099,050,17,099,36860,999,,,LaSalle County,113924,49978,111509,46438,113924,111509
17105,050,17,105,38700,999,,,Livingston County,38950,15895,39678,15297,38950,39678
17109,050,17,109,31380,999,,,McDonough County,32612,14419,32913,13289,32612,32913
17121,050,17,121,16460,999,,,Marion County,39437,18296,41691,18022,39437,41691
17125,050,17,125,99999,999,,,Mason County,14666,7077,16038,7033,14666,16038
17139,050,17,139,99999,999,,,Moultrie County,14846,6260,14287,5743,14846,14287
17159,050,17,159,99999,999,,,Richland County,16233,7513,16149,7468,16233,16149
17175,050,17,175,37900,426,,,Stark County,5994,2674,6332,2725,5994,6332
17177,050,17,177,23300,466,,,Stephenson County,47711,22081,48979,21713,47711,48979
17181,050,17,181,99999,999,,,Union County,17808,7924,18293,7894,17808,18293
