GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
34001,050,34,001,12100,999,,,Atlantic County,274549,126647,252552,114090,274549,252552
34003,050,34,003,35620,408,,,Bergen County,905116,352388,884118,339820,905116,884118
34005,050,34,005,37980,428,,,Burlington County,448734,175615,423394,161311,448734,423394
34007,050,34,007,37980,428,,,Camden County,513657,204943,508932,199679,513657,508932
34009,050,34,009,36140,999,,,Cape May County,97265,98309,102326,91047,97265,102326
34011,050,34,011,47220,428,,,Cumberland County,156898,55834,146438,52863,156898,146438
34013,050,34,013,35620,408,,,Essex County,783969,312954,793633,301011,783969,793633
34015,050,34,015,37980,428,,,Gloucester County,288288,109796,254673,95054,288288,254673
34017,050,34,017,35620,408,,,Hudson County,634266,270335,608975,240618,634266,608975
34019,050,34,019,35620,408,,,Hunterdon County,128349,49487,121989,45032,128349,121989
34021,050,34,021,45940,408,,,Mercer County,366513,143169,350761,133280,366513,350761
34023,050,34,023,35620,408,,,Middlesex County,809858,294800,750162,273637,809858,750162
34025,050,34,025,35620,408,,,Monmouth County,630380,258410,615301,240884,630380,615301
34027,050,34,027,35620,408,,,Morris County,492276,189842,470212,174379,492276,470212
34029,050,34,029,35620,408,,,Ocean County,576567,278052,510916,248711,576567,510916
34031,050,34,031,35620,408,,,Passaic County,501226,175966,489049,170048,501226,489049
34033,050,34,033,37980,428,,,Salem County,66083,27417,64285,26158,66083,64285
34035,050,34,035,35620,408,,,Somerset County,323444,123127,297490,112023,323444,297490
34037,050,34,037,35620,408,,,Sussex County,149265,62057,144166,56528,149265,144166
34039,050,34,039,35620,408,,,Union County,536499,199489,522541,192945,536499,522541
34041,050,34,041,10900,999,,,Warren County,108692,44925,102437,41157,108692,102437
