GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
33001,050,33,001,29060,148,,,Belknap County,60088,37386,56325,32121,60088,56325
33003,050,33,003,99999,999,,,Carroll County,47818,39813,43666,34750,47818,43666
33005,050,33,005,28300,999,,,Cheshire County,77117,34773,73825,31876,77117,73825
33009,050,33,009,30100,180,,,Grafton County,89118,51120,81743,43729,89118,81743
33011,050,33,011,31700,148,,,Hillsborough County,400721,166053,380841,149961,400721,380841
33015,050,33,015,14460,148,,,Rockingham County,295223,126709,277359,113023,295223,277359
33017,050,33,017,14460,148,,,Strafford County,123143,51697,112233,45539,123143,112233
33019,050,33,019,17200,180,,,Sullivan County,43742,22341,40458,20158,43742,40458
33013,050,33,013,18180,148,,,Merrimack County,146445,63541,136225,56244,146445,136225
33007,050,33,007,13620,999,,,Coos County,33055,21321,33111,19623,33055,33111
