GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
30003,050,30,003,99999,999,,,Big Horn County,12865,4695,12671,4655,12865,12671
30035,050,30,035,99999,999,,,Glacier County,13399,5348,13247,5243,13399,13247
30005,050,30,005,99999,999,,,Blaine County,6491,2843,7009,2947,6491,7009
30051,050,30,051,99999,999,,,Liberty County,2339,1043,2158,1070,2339,2158
30069,050,30,069,99999,999,,,Petroleum County,494,324,493,292,494,493
30079,050,30,079,99999,999,,,Prairie County,1179,673,1199,718,1179,1199
30105,050,30,105,99999,999,,,Valley County,7369,4879,7675,4847,7369,7675
30093,050,30,093,15580,999,,,Silver Bow County,34200,16717,34606,16176,34200,34606
30095,050,30,095,99999,999,,,Stillwater County,9117,4803,8195,3947,9117,8195
30019,050,30,019,99999,999,,,Daniels County,1751,1111,2017,1154,1751,2017
30031,050,30,031,14580,999,,,Gallatin County,89513,42289,67831,29489,89513,67831
30057,050,30,057,99999,999,,,Madison County,7691,6940,6851,4671,7691,6851
30101,050,30,101,99999,999,,,Toole County,5324,2336,5267,2300,5324,5267
30027,050,30,027,99999,999,,,Fergus County,11586,5836,11893,5558,11586,11893
30063,050,30,063,33540,999,,,Missoula County,109299,50106,95802,41319,109299,95802
30075,050,30,075,99999,999,,,Powder River County,1743,1022,1858,1007,1743,1858
30107,050,30,107,99999,999,,,Wheatland County,2168,1197,2259,1154,2168,2259
30001,050,30,001,99999,999,,,Beaverhead County,9246,5273,9202,4571,9246,9202
30011,050,30,011,99999,999,,,Carter County,1160,810,1360,811,1160,1360
30023,050,30,023,99999,999,,,Deer Lodge County,9298,5122,9417,4958,9298,9417
30029,050,30,029,28060,999,,,Flathead County,90928,46963,74471,34773,90928,74471
30045,050,30,045,99999,999,,,Judith Basin County,2072,1336,2329,1325,2072,2329
30059,050,30,059,99999,999,,,Meagher County,1891,1432,1932,1363,1891,1932
30071,050,30,071,99999,999,,,Phillips County,4253,2335,4601,2502,4253,4601
30103,050,30,103,99999,999,,,Treasure County,718,422,861,422,718,861
30039,050,30,039,99999,999,,,Granite County,3079,2822,2830,2074,3079,2830
30053,050,30,053,99999,999,,,Lincoln County,19687,11413,18837,9319,19687,18837
30009,050,30,009,13740,999,,,Carbon County,10078,6441,9552,5494,10078,9552
30055,050,30,055,99999,999,,,McCone County,1734,1008,1977,1087,1734,1977
30085,050,30,085,99999,999,,,Roosevelt County,10425,4063,10620,4044,10425,10620
30025,050,30,025,99999,999,,,Fallon County,2890,1470,2837,1410,2890,2837
30047,050,30,047,99999,999,,,Lake County,28746,16588,26507,13605,28746,26507
30061,050,30,061,99999,999,,,Mineral County,4223,2446,3884,1961,4223,3884
30089,050,30,089,99999,999,,,Sanders County,11413,6678,10227,5271,11413,10227
30065,050,30,065,99999,999,,,Musselshell County,4538,2654,4497,2317,4538,4497
30049,050,30,049,25740,999,,,Lewis and Clark County,63395,30180,55716,25672,63395,55716
30077,050,30,077,99999,999,,,Powell County,7027,3105,7180,2930,7027,7180
30091,050,30,091,99999,999,,,Sheridan County,3384,2089,4105,2167,3384,4105
30109,050,30,109,99999,999,,,Wibaux County,1017,538,1068,587,1017,1068
30087,050,30,087,99999,999,,,Rosebud County,9233,4057,9383,3912,9233,9383
30099,050,30,099,99999,999,,,Teton County,6073,2892,6445,2910,6073,6445
30007,050,30,007,99999,999,,,Broadwater County,5612,2695,4385,2002,5612,4385
30013,050,30,013,24500,999,,,Cascade County,81327,37276,80357,35225,81327,80357
30017,050,30,017,99999,999,,,Custer County,11699,5560,11696,5360,11699,11696
30041,050,30,041,25660,999,,,Hill County,16096,7250,16673,7453,16096,16673
30067,050,30,067,99999,999,,,Park County,15636,9375,15694,8247,15636,15694
30073,050,30,073,99999,999,,,Pondera County,6153,2659,6424,2834,6153,6424
30081,050,30,081,99999,999,,,Ravalli County,40212,19583,36070,15946,40212,36070
30083,050,30,083,99999,999,,,Richland County,9746,4550,9667,4557,9746,9667
30097,050,30,097,99999,999,,,Sweet Grass County,3651,2148,3609,1860,3651,3609
30021,050,30,021,99999,999,,,Dawson County,8966,4233,9059,4168,8966,9059
30043,050,30,043,25740,999,,,Jefferson County,11406,5055,10049,4199,11406,10049
30015,050,30,015,99999,999,,,Chouteau County,5813,2879,5970,2776,5813,5970
30033,050,30,033,99999,999,,,Garfield County,1206,844,1279,961,1206,1279
30037,050,30,037,99999,999,,,Golden Valley County,884,476,1042,450,884,1042
30111,050,30,111,13740,999,,,Yellowstone County,147972,63943,129352,54563,147972,129352
