GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
47081,050,47,081,34980,400,,,Hickman County,24690,10311,22295,8904,24690,22295
47083,050,47,083,99999,999,,,Houston County,8426,4188,8088,3901,8426,8088
47085,050,47,085,99999,999,,,Humphreys County,18538,8865,17929,8482,18538,17929
47087,050,47,087,18260,999,,,Jackson County,11638,5843,10984,5163,11638,10984
47089,050,47,089,34100,314,,,Jefferson County,51407,23499,44294,19319,51407,44294
47091,050,47,091,99999,999,,,Johnson County,18244,8956,17499,7879,18244,17499
47093,050,47,093,28940,314,,,Knox County,432226,194949,382032,171439,432226,382032
47095,050,47,095,99999,999,,,Lake County,7832,2598,7954,2716,7832,7954
47097,050,47,097,99999,999,,,Lauderdale County,27815,11256,27101,10563,27815,27101
47099,050,47,099,29980,999,,,Lawrence County,41869,18177,39926,16821,41869,39926
47101,050,47,101,99999,999,,,Lewis County,12161,5470,11367,4821,12161,11367
47103,050,47,103,99999,999,,,Lincoln County,33361,15241,31340,13999,33361,31340
47105,050,47,105,28940,314,,,Loudon County,48556,21725,39086,17277,48556,39086
47107,050,47,107,11940,174,,,McMinn County,52266,23341,49015,21626,52266,49015
47109,050,47,109,99999,999,,,McNairy County,26075,11933,24653,11219,26075,24653
47111,050,47,111,34980,400,,,Macon County,22248,9861,20386,8894,22248,20386
47113,050,47,113,27180,297,,,Madison County,98294,41877,91837,38205,98294,91837
47115,050,47,115,16860,174,,,Marion County,28237,12954,27776,12140,28237,27776
47117,050,47,117,30280,999,,,Marshall County,30617,13119,26767,11181,30617,26767
47119,050,47,119,17940,400,,,Maury County,80956,35254,69498,28674,80956,69498
47121,050,47,121,99999,999,,,Meigs County,11753,5628,11086,5188,11753,11086
47123,050,47,123,99999,999,,,Monroe County,44519,20787,38961,17287,44519,38961
47125,050,47,125,17300,999,,,Montgomery County,172331,70098,134768,52167,172331,134768
47127,050,47,127,46100,999,,,Moore County,6362,2915,5740,2515,6362,5740
47129,050,47,129,99999,999,,,Morgan County,21987,8920,19757,7714,21987,19757
47131,050,47,131,46460,542,,,Obion County,31807,14659,32450,14489,31807,32450
47133,050,47,133,18260,999,,,Overton County,22083,10295,20118,9168,22083,20118
47135,050,47,135,99999,999,,,Perry County,7915,4599,7631,4115,7915,7631
47137,050,47,137,99999,999,,,Pickett County,5077,3462,4945,2956,5077,4945
47139,050,47,139,17420,174,,,Polk County,16825,7991,16050,7369,16825,16050
47141,050,47,141,18260,999,,,Putnam County,72321,31882,62315,26916,72321,62315
47143,050,47,143,99999,999,,,Rhea County,31809,14365,28400,12565,31809,28400
47145,050,47,145,25340,314,,,Roane County,54181,25716,51910,23369,54181,51910
47147,050,47,147,34980,400,,,Robertson County,66283,26086,54433,20995,66283,54433
47149,050,47,149,34980,400,,,Rutherford County,262604,102968,182023,70616,262604,182023
47151,050,47,151,99999,999,,,Scott County,22228,9910,21127,8909,22228,21127
47153,050,47,153,16860,174,,,Sequatchie County,14112,6368,11370,4916,14112,11370
47155,050,47,155,42940,314,,,Sevier County,89889,55918,71170,37252,89889,71170
47157,050,47,157,32820,999,,,Shelby County,927644,398274,897472,362954,927644,897472
47159,050,47,159,34980,400,,,Smith County,19166,8529,17712,7665,19166,17712
47161,050,47,161,17300,999,,,Stewart County,13324,6778,12370,5977,13324,12370
47163,050,47,163,28700,304,,,Sullivan County,156823,73760,153048,69052,156823,153048
47165,050,47,165,34980,400,,,Sumner County,160645,65968,130449,51657,160645,130449
47167,050,47,167,32820,999,,,Tipton County,61081,23199,51271,19064,61081,51271
47169,050,47,169,34980,400,,,Trousdale County,7870,3368,7259,3095,7870,7259
47171,050,47,171,27740,304,,,Unicoi County,18313,8830,17667,8214,18313,17667
47173,050,47,173,28940,314,,,Union County,19109,8958,17808,7916,19109,17808
47175,050,47,175,99999,999,,,Van Buren County,5548,2663,5508,2453,5548,5508
47177,050,47,177,32660,999,,,Warren County,39839,17821,38276,16689,39839,38276
47179,050,47,179,27740,304,,,Washington County,122979,57254,107198,47779,122979,107198
47181,050,47,181,99999,999,,,Wayne County,17021,7287,16842,6701,17021,16842
47183,050,47,183,32280,542,,,Weakley County,35021,15495,34895,14928,35021,34895
47185,050,47,185,99999,999,,,White County,25841,11511,23102,10191,25841,23102
47187,050,47,187,34980,400,,,Williamson County,183182,68498,126638,47005,183182,126638
47189,050,47,189,34980,400,,,Wilson County,113993,45568,88809,34921,113993,88809
