GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
51027,050,51,027,99999,999,,,Buchanan County,24098,11576,26978,11887,24098,26978
51049,050,51,049,40060,999,,,Cumberland County,10052,4626,9017,4085,10052,9017
51059,050,51,059,47900,548,,,Fairfax County,1081726,407998,969749,359411,1081726,969749
51061,050,51,061,47900,548,,,Fauquier County,65203,25600,55139,21046,65203,55139
51069,050,51,069,49020,548,,,Frederick County,78305,31346,59209,23319,78305,59209
51075,050,51,075,40060,999,,,Goochland County,21717,8618,16863,6555,21717,16863
51111,050,51,111,99999,999,,,Lunenburg County,12914,5935,13146,5736,12914,13146
51127,050,51,127,40060,999,,,New Kent County,18429,7295,13462,5203,18429,13462
51149,050,51,149,40060,999,,,Prince George County,35725,12056,33047,10726,35725,33047
51163,050,51,163,99999,999,,,Rockbridge County,22307,11152,20808,9550,22307,20808
51750,050,51,750,13980,999,,,Radford city,16408,6427,15859,6137,16408,15859
51810,050,51,810,47260,999,,,Virginia Beach city,437994,177879,425257,162277,437994,425257
51013,050,51,013,47900,548,,,Arlington County,207627,105404,189453,90426,207627,189453
51025,050,51,025,99999,999,,,Brunswick County,17434,8166,18419,7541,17434,18419
51036,050,51,036,40060,999,,,Charles City County,7256,3229,6926,2895,7256,6926
51071,050,51,071,13980,999,,,Giles County,17286,8319,16657,7732,17286,16657
51083,050,51,083,99999,999,,,Halifax County,36241,18004,37355,16953,36241,37355
51091,050,51,091,99999,999,,,Highland County,2321,1837,2536,1822,2321,2536
51097,050,51,097,40060,999,,,King and Queen County,6945,3414,6630,3010,6945,6630
51103,050,51,103,99999,999,,,Lancaster County,11391,7402,11567,6498,11391,11567
51109,050,51,109,40060,999,,,Louisa County,33153,16319,25627,11855,33153,25627
51115,050,51,115,47260,999,,,Mathews County,8978,5669,9207,5333,8978,9207
51119,050,51,119,99999,999,,,Middlesex County,10959,7133,9932,6362,10959,9932
51121,050,51,121,13980,999,,,Montgomery County,94392,38569,83629,32527,94392,83629
51131,050,51,131,99999,999,,,Northampton County,12389,7301,13093,6547,12389,13093
51139,050,51,139,99999,999,,,Page County,24042,11600,23177,10557,24042,23177
51147,050,51,147,99999,999,,,Prince Edward County,23368,9149,19720,7527,23368,19720
51153,050,51,153,47900,548,,,Prince William County,402002,137115,280813,98052,402002,280813
51175,050,51,175,99999,999,,,Southampton County,18570,7473,17482,7058,18570,17482
51181,050,51,181,47260,999,,,Surry County,7058,3444,6829,3294,7058,6829
51510,050,51,510,47900,548,,,Alexandria city,139966,72376,128283,64251,139966,128283
51620,050,51,620,99999,999,,,Franklin city,8582,3901,8346,3767,8582,8346
51640,050,51,640,99999,999,,,Galax city,7042,3252,6837,3217,7042,6837
51650,050,51,650,47260,999,,,Hampton city,137436,59566,146437,57311,137436,146437
