GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
05001,050,05,001,99999,999,,,Arkansas County,19019,9436,20749,9672,19019,20749
05003,050,05,003,99999,999,,,Ashley County,21853,10137,24209,10615,21853,24209
05005,050,05,005,34260,999,,,Baxter County,41513,22580,38386,19891,41513,38386
05007,050,05,007,22220,999,,,Benton County,221339,93084,153406,64281,221339,153406
05009,050,05,009,25460,999,,,Boone County,36903,16827,33948,15426,36903,33948
05011,050,05,011,99999,999,,,Bradley County,11508,5860,12600,5930,11508,12600
05013,050,05,013,15780,999,,,Calhoun County,5368,2897,5744,3012,5368,5744
05015,050,05,015,99999,999,,,Carroll County,27446,13559,25357,11828,27446,25357
05017,050,05,017,99999,999,,,Chicot County,11800,5421,14117,5974,11800,14117
05019,050,05,019,11660,999,,,Clark County,22995,10385,23546,10166,22995,23546
05021,050,05,021,99999,999,,,Clay County,16083,8031,17609,8498,16083,17609
05023,050,05,023,99999,999,,,Cleburne County,25970,15826,24046,13732,25970,24046
05025,050,05,025,38220,340,,,Cleveland County,8689,4064,8571,3834,8689,8571
05027,050,05,027,31620,999,,,Columbia County,24552,11596,25603,11566,24552,25603
05029,050,05,029,99999,999,,,Conway County,21273,9720,20336,9028,21273,20336
05031,050,05,031,27860,308,,,Craighead County,96443,40515,82148,35133,96443,82148
05033,050,05,033,22900,999,,,Crawford County,61948,26115,53247,21315,61948,53247
05035,050,05,035,32820,999,,,Crittenden County,50902,21489,50866,20507,50902,50866
05037,050,05,037,99999,999,,,Cross County,17870,7853,19526,8030,17870,19526
05039,050,05,039,99999,999,,,Dallas County,8116,4305,9210,4401,8116,9210
05041,050,05,041,99999,999,,,Desha County,13008,6261,15341,6663,13008,15341
05043,050,05,043,99999,999,,,Drew County,18509,8408,18723,8287,18509,18723
05045,050,05,045,30780,340,,,Faulkner County,113237,46612,86014,34546,113237,86014
05047,050,05,047,22900,999,,,Franklin County,18125,8021,17771,7673,18125,17771
05049,050,05,049,99999,999,,,Fulton County,12245,6778,11642,5973,12245,11642
05051,050,05,051,26300,999,,,Garland County,96024,50548,88068,44953,96024,88068
05053,050,05,053,30780,340,,,Grant County,17853,7758,16464,6960,17853,16464
05055,050,05,055,37500,308,,,Greene County,42090,17892,37331,16161,42090,37331
05057,050,05,057,26260,999,,,Hempstead County,22609,10419,23587,10166,22609,23587
05059,050,05,059,99999,999,,,Hot Spring County,32923,14332,30353,13384,32923,30353
05061,050,05,061,99999,999,,,Howard County,13789,6238,14300,6297,13789,14300
05063,050,05,063,12900,999,,,Independence County,36647,16187,34233,14841,36647,34233
05065,050,05,065,99999,999,,,Izard County,13696,7232,13249,6591,13696,13249
05067,050,05,067,99999,999,,,Jackson County,17997,7601,18418,7956,17997,18418
05069,050,05,069,38220,340,,,Jefferson County,77435,33006,84278,34350,77435,84278
05071,050,05,071,99999,999,,,Johnson County,25540,11311,22781,9926,25540,22781
05073,050,05,073,99999,999,,,Lafayette County,7645,4353,8559,4560,7645,8559
05075,050,05,075,99999,999,,,Lawrence County,17415,8000,17774,8085,17415,17774
05077,050,05,077,99999,999,,,Lee County,10424,4356,12580,4768,10424,12580
05079,050,05,079,38220,340,,,Lincoln County,14134,4860,14492,4955,14134,14492
