GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
25001,050,25,001,12700,999,,,Barnstable County,215888,160281,222230,147083,215888,222230
25003,050,25,003,38340,999,,,Berkshire County,131219,68508,134953,66301,131219,134953
25005,050,25,005,39300,148,,,Bristol County,548285,230535,534678,216918,548285,534678
25007,050,25,007,99999,999,,,Dukes County,16535,17188,14987,14836,16535,14987
25009,050,25,009,14460,148,,,Essex County,743159,306754,723419,287144,743159,723419
25011,050,25,011,44140,999,,,Franklin County,71372,33758,71535,31939,71372,71535
25013,050,25,013,44140,999,,,Hampden County,463490,192175,456228,185876,463490,456228
25015,050,25,015,44140,999,,,Hampshire County,158080,62603,152251,58644,158080,152251
25017,050,25,017,14460,148,,,Middlesex County,1503085,612004,1465396,576681,1503085,1465396
25019,050,25,019,99999,999,,,Nantucket County,10172,11618,9520,9210,10172,9520
25021,050,25,021,14460,148,,,Norfolk County,670850,270359,650308,255154,670850,650308
25023,050,25,023,14460,148,,,Plymouth County,494919,200161,472822,181524,494919,472822
25025,050,25,025,14460,148,,,Suffolk County,722023,315522,689807,292520,722023,689807
25027,050,25,027,49340,148,,,Worcester County,798552,326788,750963,298159,798552,750963
