GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
45001,050,45,001,99999,999,,,Abbeville County,25417,12079,26167,11656,25417,26167
45003,050,45,003,12260,999,,,Aiken County,160099,72249,142552,61987,160099,142552
45005,050,45,005,99999,999,,,Allendale County,10419,4486,11211,4568,10419,11211
45007,050,45,007,11340,273,,,Anderson County,187126,84774,165740,73213,187126,165740
45009,050,45,009,99999,999,,,Bamberg County,15987,7716,16658,7130,15987,16658
45011,050,45,011,99999,999,,,Barnwell County,22621,10484,23478,10191,22621,23478
45013,050,45,013,25940,999,,,Beaufort County,162233,93023,120937,60509,162233,120937
45015,050,45,015,16700,999,,,Berkeley County,177843,73372,142651,54717,177843,142651
45017,050,45,017,17900,192,,,Calhoun County,15175,7340,15185,6864,15175,15185
45019,050,45,019,16700,999,,,Charleston County,350209,169984,309969,141031,350209,309969
45021,050,45,021,23500,273,,,Cherokee County,55342,23997,52537,22400,55342,52537
45023,050,45,023,16900,172,,,Chester County,33140,14701,34068,14374,33140,34068
45025,050,45,025,99999,999,,,Chesterfield County,46734,21482,42768,18818,46734,42768
45027,050,45,027,99999,999,,,Clarendon County,34971,17467,32502,15303,34971,32502
45029,050,45,029,47500,999,,,Colleton County,38892,19901,38264,18129,38892,38264
45031,050,45,031,22500,999,,,Darlington County,68681,30297,67394,28942,68681,67394
45033,050,45,033,19900,999,,,Dillon County,32062,13742,30722,12679,32062,30722
45035,050,45,035,16700,999,,,Dorchester County,136555,55186,96413,37237,136555,96413
45037,050,45,037,12260,999,,,Edgefield County,26985,10559,24595,9223,26985,24595
45039,050,45,039,17900,192,,,Fairfield County,23956,11681,23454,10383,23956,23454
45041,050,45,041,22500,999,,,Florence County,136885,58666,125761,51836,136885,125761
45043,050,45,043,23860,396,,,Georgetown County,60158,33672,55797,28282,60158,55797
45045,050,45,045,24860,273,,,Greenville County,451225,195462,379616,162803,451225,379616
45047,050,45,047,24940,999,,,Greenwood County,69661,31054,66271,28243,69661,66271
45049,050,45,049,99999,999,,,Hampton County,21090,9140,21386,8582,21090,21386
45051,050,45,051,34820,396,,,Horry County,269291,185992,196629,122085,269291,196629
45053,050,45,053,25940,999,,,Jasper County,24777,10299,20678,7928,24777,20678
45055,050,45,055,17900,192,,,Kershaw County,61697,27478,52647,22683,61697,52647
45057,050,45,057,29580,172,,,Lancaster County,76652,32687,61351,24962,76652,61351
45059,050,45,059,24860,273,,,Laurens County,66537,30709,69567,30239,66537,69567
45061,050,45,061,99999,999,,,Lee County,19220,7775,20119,7670,19220,20119
45063,050,45,063,17900,192,,,Lexington County,262391,113957,216014,90978,262391,216014
45065,050,45,065,99999,999,,,McCormick County,10233,5453,9958,4459,10233,9958
45067,050,45,067,99999,999,,,Marion County,33062,14953,35466,15143,33062,35466
45069,050,45,069,13500,999,,,Marlboro County,28933,12072,28818,11894,28933,28818
45071,050,45,071,35140,192,,,Newberry County,37508,17922,36108,16805,37508,36108
45073,050,45,073,42860,273,,,Oconee County,74273,38763,66215,32383,74273,66215
45075,050,45,075,36700,999,,,Orangeburg County,92501,42504,91582,39304,92501,91582
45077,050,45,077,24860,273,,,Pickens County,119224,51244,110757,46000,119224,110757
45079,050,45,079,17900,192,,,Richland County,384504,161725,320677,129793,384504,320677
45081,050,45,081,17900,192,,,Saluda County,19875,9289,19181,8543,19875,19181
45083,050,45,083,43900,273,,,Spartanburg County,284307,122628,253791,106986,284307,253791
45085,050,45,085,44940,999,,,Sumter County,107456,46011,104646,41751,107456,104646
45087,050,45,087,46420,273,,,Union County,28961,14153,29881,13351,28961,29881
45089,050,45,089,99999,999,,,Williamsburg County,34423,15359,37217,15552,34423,37217
45091,050,45,091,16740,172,,,York County,226073,94196,164614,66061,226073,164614
