GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
37123,050,37,123,99999,999,,,Montgomery County,27798,15914,26822,14145,27798,26822
37125,050,37,125,43860,999,,,Moore County,88247,43940,74769,35151,88247,74769
37129,050,37,129,48900,999,,,New Hanover County,202667,101436,160307,79616,202667,160307
37131,050,37,131,40260,999,,,Northampton County,22099,11674,22086,10455,22099,22086
37133,050,37,133,27340,999,,,Onslow County,177772,68226,150355,55726,177772,150355
37135,050,37,135,20500,450,,,Orange County,133801,55597,118227,49289,133801,118227
37139,050,37,139,21020,999,,,Pasquotank County,40661,16833,34897,14289,40661,34897
37143,050,37,143,21020,999,,,Perquimans County,13453,6986,11368,6043,13453,11368
37145,050,37,145,20500,450,,,Person County,39464,18193,35623,15504,39464,35623
37147,050,37,147,24780,999,,,Pitt County,168148,74990,133798,58408,168148,133798
37149,050,37,149,99999,999,,,Polk County,20510,11432,18324,9192,20510,18324
37151,050,37,151,24660,268,,,Randolph County,141752,61041,130454,54422,141752,130454
37153,050,37,153,40460,999,,,Richmond County,46639,20738,46564,19886,46639,46564
37155,050,37,155,31300,354,,,Robeson County,134168,52751,123339,47779,134168,123339
37157,050,37,157,24660,268,,,Rockingham County,93643,43696,91928,40208,93643,91928
37159,050,37,159,41580,172,,,Rowan County,138428,60211,130340,53980,138428,130340
37163,050,37,163,99999,999,,,Sampson County,63431,27234,60161,25142,63431,60161
37165,050,37,165,29900,354,,,Scotland County,36157,15193,35998,14693,36157,35998
37167,050,37,167,10620,172,,,Stanly County,60585,27110,58100,24582,60585,58100
37169,050,37,169,49180,268,,,Stokes County,47401,21924,44711,19262,47401,44711
37173,050,37,173,99999,999,,,Swain County,13981,8723,12968,7105,13981,12968
37175,050,37,175,14820,120,,,Transylvania County,33090,19163,29334,15553,33090,29334
37179,050,37,179,16740,172,,,Union County,201292,72870,123677,45695,201292,123677
37181,050,37,181,25780,999,,,Vance County,45422,20082,42954,18196,45422,42954
37183,050,37,183,39580,450,,,Wake County,900993,371836,627846,258953,900993,627846
37189,050,37,189,14380,999,,,Watauga County,51079,32137,42695,23155,51079,42695
37191,050,37,191,24140,999,,,Wayne County,122623,52949,113329,47313,122623,113329
37193,050,37,193,35900,999,,,Wilkes County,69340,33065,65632,29261,69340,65632
37195,050,37,195,48980,999,,,Wilson County,81234,35511,73814,30729,81234,73814
37197,050,37,197,49180,268,,,Yadkin County,38406,17341,36348,15821,38406,36348
37013,050,37,013,47820,999,,,Beaufort County,47759,24688,44958,22139,47759,44958
37067,050,37,067,49180,268,,,Forsyth County,350670,156872,306067,133093,350670,306067
37079,050,37,079,24780,999,,,Greene County,21362,8213,18974,7368,21362,18974
37081,050,37,081,24660,268,,,Guilford County,488406,218017,421048,180391,488406,421048
37127,050,37,127,40580,999,,,Nash County,95840,42286,87420,37051,95840,87420
37137,050,37,137,35100,999,,,Pamlico County,13144,7534,12934,6781,13144,12934
37141,050,37,141,48900,999,,,Pender County,52217,26724,41082,20798,52217,41082
37161,050,37,161,22580,999,,,Rutherford County,67810,33878,62899,29535,67810,62899
37177,050,37,177,99999,999,,,Tyrrell County,4407,2068,4149,2032,4407,4149
37185,050,37,185,99999,999,,,Warren County,20972,11806,19972,10548,20972,19972
37011,050,37,011,99999,999,,,Avery County,17797,13890,17167,11911,17797,17167
37027,050,37,027,25860,999,,,Caldwell County,83029,37659,77415,33430,83029,77415
37035,050,37,035,25860,999,,,Catawba County,154358,67886,141685,59919,154358,141685
37039,050,37,039,99999,999,,,Cherokee County,27444,17515,24298,13499,27444,24298
37043,050,37,043,99999,999,,,Clay County,10587,7140,8775,5425,10587,8775
37095,050,37,095,99999,999,,,Hyde County,5810,3347,5826,3302,5810,5826
37111,050,37,111,99999,999,,,McDowell County,44996,20808,42151,18377,44996,42151
37171,050,37,171,34340,268,,,Surry County,73673,33667,71219,31033,73673,71219
37187,050,37,187,99999,999,,,Washington County,13228,6491,13723,6174,13228,13723
37199,050,37,199,99999,999,,,Yancey County,17818,11032,17774,9729,17818,17774
