GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P001001,P001001.2000
26137,050,26,137,99999,999,,,Otsego County,24164,14731,23301,13375,24164,23301
26143,050,26,143,99999,999,,,Roscommon County,24449,24459,25469,23109,24449,25469
26041,050,26,041,21540,999,,,Delta County,37069,20214,38520,19223,37069,38520
26049,050,26,049,22420,220,,,Genesee County,425790,192180,436141,183630,425790,436141
26075,050,26,075,27100,999,,,Jackson County,160248,69458,158422,62906,160248,158422
26095,050,26,095,99999,999,,,Luce County,6631,4343,7024,4008,6631,7024
26103,050,26,103,32100,999,,,Marquette County,67077,34330,64634,32877,67077,64634
26147,050,26,147,19820,220,,,St. Clair County,163040,71822,164235,67107,163040,164235
26141,050,26,141,99999,999,,,Presque Isle County,13376,10428,14411,9910,13376,14411
26153,050,26,153,99999,999,,,Schoolcraft County,8485,6313,8903,5700,8485,8903
26013,050,26,013,99999,999,,,Baraga County,8860,5270,8746,4631,8860,8746
26047,050,26,047,99999,999,,,Emmet County,32694,21304,31437,18554,32694,31437
26063,050,26,063,99999,999,,,Huron County,33118,21199,36079,20430,33118,36079
26069,050,26,069,99999,999,,,Iosco County,25887,20443,27339,20432,25887,27339
26087,050,26,087,19820,220,,,Lapeer County,88319,36332,87904,32732,88319,87904
26093,050,26,093,19820,220,,,Livingston County,180967,72809,156951,58919,180967,156951
26077,050,26,077,28020,999,,,Kalamazoo County,250331,110007,238603,99250,250331,238603
26081,050,26,081,24340,266,,,Kent County,602622,246901,574335,224000,602622,574335
26021,050,26,021,35660,999,,,Berrien County,156813,76922,162453,73445,156813,162453
26031,050,26,031,99999,999,,,Cheboygan County,26152,18298,26448,16583,26152,26448
26089,050,26,089,45900,999,,,Leelanau County,21708,14935,21119,13297,21708,21119
26059,050,26,059,99999,999,,,Hillsdale County,46688,21757,46527,20189,46688,46527
26065,050,26,065,29620,330,,,Ingham County,280895,121281,279320,115056,280895,279320
26139,050,26,139,26100,266,,,Ottawa County,263801,102495,238314,86856,263801,238314
26157,050,26,157,99999,999,,,Tuscola County,55729,24451,58266,23378,55729,58266
26027,050,26,027,43780,515,,,Cass County,52293,25887,51104,23884,52293,51104
26055,050,26,055,45900,999,,,Grand Traverse County,86986,41599,77654,34842,86986,77654
26073,050,26,073,34380,999,,,Isabella County,70311,28381,63351,24528,70311,63351
26127,050,26,127,99999,999,,,Oceana County,26570,15944,26873,15009,26570,26873
26149,050,26,149,44780,999,,,St. Joseph County,61295,27778,62422,26503,61295,62422
26159,050,26,159,28020,999,,,Van Buren County,76258,36785,76263,33975,76258,76263
26017,050,26,017,13020,474,,,Bay County,107771,48220,110157,46423,107771,110157
26025,050,26,025,12980,999,,,Calhoun County,136146,61042,137985,58691,136146,137985
26043,050,26,043,27020,999,,,Dickinson County,26168,13990,27472,13702,26168,27472
26007,050,26,007,10980,999,,,Alpena County,29598,16053,31314,15289,29598,31314
26133,050,26,133,99999,999,,,Osceola County,23528,13632,23197,12853,23528,23197
